ID,OBS_DATE,ASM,ASM_D11,ASM_D,ASM_D_D11,ASM_I,ASM_I_D11,RPM,RPM_D11,RPM_D,RPM_D_D11,RPM_I,RPM_I_D11,LOAD_FACTOR,LOAD_FACTOR_D11,LOAD_FACTOR_D,LOAD_FACTOR_D_D11,LOAD_FACTOR_I,LOAD_FACTOR_I_D11,ENPLANE_I,ENPLANE_I_D11,ENPLANE_D,ENPLANE_D_D11,ENPLANE,ENPLANE_D11,AIR_RPM_TSI,AIR_RPM_TSI_D11,AIR_RTMFM,AIR_RTMFM_D11,RAIL_FRT_CARLOADS,RAIL_FRT_CARLOADS_D11,RAIL_FRT_INTERMODAL,RAIL_FRT_INTERMODAL_D11,RAIL_PM,RAIL_PM_D11,TRANSIT,TRANSIT_D11,PETROLEUM,PETROLEUM_D11,NATURAL_GAS,NATURAL_GAS_D11,WATERBORNE,WATERBORNE_D11,TRUCK_D11,VMT,VMT_D11,TSI_Freight,TSI_Freight_C,TSI_Passenger,TSI_Passenger_C,TSI_Total,TSI_Total_C,IND_PRO,MANUF,INV_TO_SALES,IDX_AIR_RPM,IDX_AIR_RTMFM,IDX_RAIL_FRT_CARLOADS,IDX_RAIL_FRT_INTERMODAL,IDX_RAIL_PM,IDX_TRANSIT_D11,IDX_PETROLEUM_D11,IDX_NATURAL_GAS_D11,IDX_WATERBORNE_D11,IDX_TRUCK_D11
SATD202101,01/01/2021,55267184,58734372,42318254,45164612,12948930,13569760,27800391,31533622,22357665,25518700,5442726,6014922,50.3,53.7,52.8,56.5,42,44.3,2988,3157,24305,28321,27293,31478,28118922,36470796,4078148,4367590,983766,999992,1263730,1275791,119971180,231572931,280324,334437,282448,282013,3335.2,2508.7,39.4,41.4,114.4,224959,252702,136,1.5,55.1,7.9,104.3,2.7,101.5059287323743,109.3371385873154,1.22,0.6184,1.7014,0.739,1.7184,0.497,0.4247,1.2603,1.3378,0.8374,1.5276
SATD202102,02/01/2021,48911433,57015671,37928427,43796039,10983006,13219632,26323206,31955907,22477683,26869202,3845523,5086705,53.8,56,59.3,61.4,35,38.5,2122,2601,24483,29538,26605,32139,26554207,43295946,3563135,4346461,799312,896203,1009892,1100513,115723821,259637328,263368,327274,242384,274989,3095.7,2708.9,31.1,36.1,112.4,207160,245840,132,-2.9,59.9,8.6,103.5,-0.8,98.10954005908728,108.1805998211732,1.25,0.7342,1.6932,0.6623,1.4823,0.5572,0.4156,1.2289,1.4446,0.7312,1.5001
SATD202103,03/01/2021,67277537,66113574,53749328,52091272,13528209,14022302,42683735,41461729,36811555,35263417,5872180,6198312,63.4,62.7,68.5,67.7,43.4,44.2,3455,3375,39343,37801,42798,41176,42987656,41944996,4652586,4433806,987947,974657,1255548,1254939,168864251,192862269,335997,299070,281405,282011,2640.1,2482.1,38.3,38.9,113.4,262065,258686,134.5,1.9,56.4,-5.8,103.9,0.3,100.868418884314,109.6982923804028,1.12,0.7112,1.7272,0.7203,1.6903,0.4139,0.3798,1.2603,1.3236,0.7881,1.5147
SATD202104,04/01/2021,68934612,70101099,54787601,55618762,14147011,14482337,47644846,47313184,40971447,40493104,6673399,6820079,69.1,67.5,74.8,72.8,47.2,47.1,3998,3986,43799,42793,47797,46779,48141939,46997187,4542143,4551527,980425,990808,1242663,1264707,197898318,222639606,340011,311671,297845,300221,2271.6,2584.6,39.8,39.4,113.8,252218,256647,136.1,1.2,61.3,8.8,106.6,2.6,101.0110008483984,111.3146839713028,1.1,0.7969,1.773,0.7323,1.7035,0.4778,0.3958,1.3417,1.3783,0.7978,1.5196
SATD202105,05/01/2021,76736575,74933958,61332669,60364073,15403906,14569886,57822304,54900339,49649002,47188636,8173302,7711704,75.4,73.3,81,78.2,53.1,52.9,4942,4696,52752,50220,57694,54916,58176515,53675407,4501246,4399246,1029758,1005684,1258890,1222221,259115194,243681286,361731,362400,307594,298722,2116.4,2557.2,41.3,39.8,113,276639,261366,135,-0.8,70.5,15,109.2,2.4,101.8892975291776,112.3850003328029,1.1,0.9102,1.7137,0.7432,1.6463,0.523,0.4602,1.335,1.3637,0.8061,1.5092
SATD202106,06/01/2021,84579593,79975925,67462202,64322661,17117391,15653263,68542276,62311642,57717814,53151536,10824462,9160107,81,77.9,85.6,82.6,63.2,58.5,6037,5263,60110,55630,66147,60893,68909511,59670371,4374318,4414879,973735,987837,1183542,1196429,381297659,307324199,397404,391181,318204,315863,2242,2634,38.9,38.6,111.4,279209,265907,133.9,-0.8,77.6,10,110.9,1.6,102.3634750120404,114.3830430326224,1.09,1.0118,1.7198,0.7301,1.6115,0.6596,0.4968,1.4116,1.4046,0.7806,1.4869
SATD202107,07/01/2021,92572450,84459022,73407831,67874676,19164619,16584346,78048249,67345901,64545092,56562758,13503157,10783143,84.3,79.7,87.9,83.3,70.5,65,7034,5701,66740,59044,73774,64745,78489828,63354337,4426507,4390859,971788,965509,1174756,1153102,443271407,329828850,412715,425671,320767,313965,2417.6,2533,39.8,39,111.2,288443,268899,133,-0.7,83.2,7.2,112.3,1.2,102.7933781242113,117.1212170715143,1.13,1.0743,1.7105,0.7136,1.5532,0.7079,0.5406,1.4031,1.3508,0.7891,1.4849
SATD202108,08/01/2021,91200105,84759764,71871478,67491462,19328627,17268302,71745477,66226289,58416652,54940929,13328825,11285360,78.7,78.1,81.3,81.4,69,65.4,6358,5658,60631,57042,66989,62699,72081122,64778654,4317006,4285945,997519,942537,1188660,1128980,414397934,336514704,418022,421748,323022,314894,2436.3,2567,39,37.2,110.6,279596,263810,131.7,-1,84,1,111.8,-0.5,102.7670805861669,116.8883942992896,1.13,1.0984,1.6696,0.6966,1.5207,0.7222,0.5356,1.4073,1.3689,0.754,1.4762
SATD202109,09/01/2021,83960638,86229532,66268780,68271144,17691858,17958387,60555482,64456189,50123963,53786203,10431519,10669987,72.1,74.7,75.6,78.8,59,59.4,4844,5459,53903,56621,58747,62080,61064523,66882868,4305850,4302766,967097,964795,1125683,1125805,351319450,354771299,453422,422478,295799,303385,2138.2,2519,35.7,36.3,112.3,270461,265052,132.7,0.7,85.7,2,113,1.1,101.6928877919086,118.3082790144936,1.12,1.1341,1.6761,0.713,1.5164,0.7614,0.5365,1.3558,1.3433,0.735,1.4993
SATD202110,10/01/2021,87192286,86950629,69064953,68184255,18127333,18766374,66925246,66858602,55934187,55431473,10991059,11427130,76.8,76.9,81,81.3,60.6,60.9,5361,5975,60546,58236,65907,64211,67419704,67124408,4564366,4357235,1015511,971986,1182787,1109379,390139607,371666604,490316,442247,315039,311332,2259.3,2544.9,41.4,39.6,113.2,277877,265589,134.3,1.2,87.5,2.1,114.7,1.5,103.0886090786627,121.2523173993526,1.11,1.1382,1.6974,0.7183,1.4943,0.7977,0.5616,1.3913,1.3571,0.8012,1.5107
SATD202111,11/01/2021,86168547,89672041,68469323,69857712,17699224,19814329,67951401,72308103,55742346,57735201,12209055,14572902,78.9,80.6,81.4,82.6,69,73.5,5999,6912,59779,61880,65778,68792,68363793,73955393,4403527,4204937,961279,973076,1096025,1110036,401400762,399469178,458785,457450,327982,323918,2685,2577.5,42.2,41.2,114,260433,267303,135.2,0.7,94,7.4,117.6,2.5,104.0277188161696,122.5645912064375,1.12,1.254,1.638,0.7192,1.4952,0.8573,0.5809,1.4476,1.3745,0.8332,1.5224
SATD202112,12/01/2021,90144118,89919523,69447123,69032117,20696995,20887406,71880335,73472673,57091558,58030978,14788777,15441694,79.7,81.7,82.2,84.1,71.5,73.9,7095,7116,59535,61084,66630,68199,72249705,74266780,4788386,4468434,963254,969105,1068021,1114355,403283532,397119050,440178,457438,331548,322197,3008.2,2471.8,40.6,40.2,115.1,261028,266539,136.1,0.6,94.3,0.2,118.1,0.5,103.952113394292,124.1867755170292,1.18,1.2593,1.7407,0.7162,1.501,0.8523,0.5809,1.4399,1.3182,0.8136,1.5363
SATD202201,01/01/2022,85220302,91018524,64319116,69138210,20901186,21880315,56461934,64723348,43954958,50725108,12506976,13998240,66.3,71.1,68.3,73.4,59.8,64,6050,6386,45814,54230,51864,60616,56844078,66131212,4139851,4454054,959698,980056,1085528,1110480,251006893,366537912,381302,438298,312089,314637,3582.1,2678.6,38.3,40.6,115.5,236055,262682,137.1,0.8,86.2,-8.5,115.9,-1.9,103.9724528963732,125.4518163789355,1.19,1.1214,1.7351,0.7243,1.4958,0.7867,0.5566,1.4061,1.4285,0.8227,1.5419
SATD202202,02/01/2022,79163472,92156781,60647328,69889348,18516144,22267434,58039691,70853624,46520073,55554404,11519618,15299220,73.3,76.9,76.7,79.5,62.2,68.7,5726,7023,49076,59184,54802,66207,58409597,75042942,3875468,4729328,891121,985664,1028199,1121082,243967008,385051813,416060,479147,284702,318906,3052.4,2697.3,34.2,39.2,115.9,231137,267848,138.1,0.7,96.6,12,120.2,3.7,104.62085156878,126.3993716423534,1.2,1.2725,1.8423,0.7285,1.51,0.8264,0.6085,1.4252,1.4384,0.7929,1.5475
SATD202203,03/01/2022,94041877,92562998,71989994,69841330,22051883,22721668,77898310,75864827,61674886,58872433,16223424,16992394,82.8,82,85.7,84.3,73.6,74.8,7874,7670,64617,62133,72491,69803,78278497,76790813,4678429,4431834,1002581,985510,1172921,1165965,354206394,389197433,501422,466009,327508,328873,2781.8,2648.6,40.6,40.8,117.2,271869,268103,138.9,0.6,97.2,0.6,120.9,0.6,105.4707962163552,129.6822841291778,1.21,1.3021,1.7264,0.7283,1.5705,0.8353,0.5918,1.4697,1.4125,0.8249,1.565
SATD202204,04/01/2022,92467160,94166073,68700151,70054969,23767009,24111104,78810921,78827018,60270759,60030375,18540162,18796644,85.2,83.7,87.7,85.7,78,78,8401,8411,63518,62718,71919,71129,79210800,78456342,4423388,4456028,955158,966176,1149264,1169258,389892474,403171803,495611,485178,299956,302084,2358.2,2685.8,40.9,40.7,117.2,258001,266100,138.3,-0.4,99.9,2.8,121.6,0.5,105.7062413616588,130.6039949508943,1.2,1.3304,1.7358,0.7141,1.5749,0.8653,0.6162,1.35,1.4323,0.8241,1.5648
SATD202205,05/01/2022,97263112,94479799,70974287,69575073,26288825,24904726,83505662,78817959,62706882,59184420,20798780,19633539,85.9,83.4,88.4,85.1,79.1,78.8,8817,8408,66962,62796,75779,71204,83885030,79074331,4361092,4317173,994737,972911,1197656,1170407,454971549,437860586,506007,489030,327694,318204,2240.2,2690.3,41.6,39.8,116.7,282678,265748,137.8,-0.4,100.8,0.9,121.6,0,105.7714715829799,132.3901577881438,1.22,1.3408,1.6817,0.719,1.5765,0.9397,0.6211,1.4221,1.4347,0.8057,1.5583
SATD202206,06/01/2022,98323455,92667834,70415457,67168092,27907998,25499742,87633371,78892830,63343861,58400263,24289510,20492567,89.1,85.1,90,86.9,87,80.4,10026,8634,67369,62354,77395,70988,88025973,78785533,4234843,4211790,963669,976273,1129620,1136436,517090295,445078862,511419,506789,325844,323433,2317.1,2693.6,39.2,38.8,117.8,277059,263849,138.2,0.3,101.7,0.9,122.1,0.5,105.6240615552701,133.4239354562039,1.22,1.3359,1.6407,0.7215,1.5307,0.9552,0.6436,1.4454,1.4364,0.786,1.5733
SATD202207,07/01/2022,104646183,95427131,74959521,69672980,29686662,25754151,92091492,78766929,65633792,57676285,26457700,21090644,88,82.5,87.6,82.8,89.1,81.9,10946,8889,69433,61684,80379,70573,92602676,77667236,4209693,4207635,976533,974370,1137071,1121061,554232835,443960173,492050,517794,331478,323037,2589.6,2693.6,39.6,38.8,116.7,281976,263304,137.2,-0.7,101.5,-0.2,121.4,-0.6,105.8583767282359,132.0617551410058,1.25,1.317,1.6391,0.7201,1.51,0.9528,0.6576,1.4437,1.4364,0.785,1.5579
SATD202208,08/01/2022,103108293,96050822,73836373,69749740,29271920,26301081,87932991,81089459,62934736,59710792,24998255,21378667,85.3,84.4,85.2,85.6,85.4,81.3,10123,9094,66522,62999,76645,72094,88355193,81716325,4237113,4173564,1021878,972789,1169981,1111531,530940861,456466325,528415,517314,338329,329734,2566.7,2681.6,41.7,39.5,117.5,284347,267354,137.9,0.5,104.9,3.4,123.1,1.4,105.981440988303,131.465105012759,1.25,1.3856,1.6258,0.7189,1.4972,0.9797,0.657,1.4736,1.43,0.799,1.569
SATD202209,09/01/2022,95009333,97224880,68920398,70579341,26088935,26645539,80340630,84191374,58464013,61912995,21876617,22278379,84.6,86.6,84.8,87.7,83.9,83.6,8291,9274,63141,65130,71432,74404,80761039,85582802,4162137,4164572,967516,962092,1080190,1076797,458276905,455185097,556853,522055,317866,325048,2293.5,2691.5,38.5,39.2,118.6,275638,269221,138.2,0.3,108.5,3.4,124.6,1.2,106.3536127864858,132.4344943734766,1.25,1.4512,1.6223,0.711,1.4504,0.9769,0.663,1.4526,1.4353,0.7943,1.5833
SATD202210,10/01/2022,98124059,98011539,72264550,71126234,25859509,26885304,84128759,84868445,62656966,62376978,21471793,22491467,85.7,86.6,86.7,87.7,83,83.7,8417,9399,67936,66184,76353,75583,84615789,84416643,4294591,4105012,1023019,977367,1162840,1087044,484046021,466705011,574909,533210,326627,322087,2362.4,2671.1,38,36.3,117.3,280673,270175,136.7,-1.1,108.3,-0.2,123.5,-0.8,106.2628041004263,133.3537544291696,1.24,1.4314,1.5991,0.7223,1.4642,1.0016,0.6772,1.4394,1.4245,0.7346,1.5666
SATD202211,11/01/2022,94893166,98946563,70250777,71412021,24642389,27534542,78902303,84511319,59194297,61067452,19708006,23443867,83.1,85.4,84.3,85.5,80,85.1,8221,9532,63680,65686,71901,75218,79338600,84941493,4225455,4034295,958922,968734,1038155,1055261,461641160,462430479,540579,538218,328091,322756,2769,2669.8,35.8,34.9,115,258728,267155,134.2,-1.8,109.1,0.7,122.3,-1,105.9151835194021,131.9866725819247,1.26,1.4403,1.5716,0.7159,1.4214,0.9925,0.6835,1.4424,1.4237,0.7065,1.5348
SATD202212,12/01/2022,98675010,98379077,71301645,70807343,27373365,27571734,82339322,84363549,59724579,60850197,22614743,23513352,83.4,85.8,83.8,85.9,82.6,85.3,9409,9445,62484,64845,71893,74290,82691991,84727542,4284074,3996315,915385,917746,999463,1027688,468998419,465764726,513638,545287,319062,310398,3378.9,2805.7,37.3,37.4,116.4,258030,265697,135.2,0.7,109.4,0.3,123,0.6,104.6011284152468,130.9912159825944,1.28,1.4367,1.5568,0.6783,1.3842,0.9996,0.6925,1.3872,1.4962,0.7567,1.5539
SATD202301,01/01/2023,98963615,105833075,72122711,77592776,26840904,28240299,76670406,87636931,55627743,63894928,21042663,23742003,77.5,82.8,77.1,82.3,78.4,84.1,9072,9636,58284,68217,67356,77853,77047544,86910475,3465052,3731068,983795,1008954,1010582,1040874,389407233,501152064,524939,566192,322760,328244,3322.8,2461.8,47.5,50.3,117,248718,275775,137.6,1.8,112.7,3,125.6,2.2,105.5472234362967,132.5106909171137,1.24,1.4737,1.4534,0.7457,1.402,1.0756,0.719,1.4669,1.3128,1.0186,1.5618
SATD202302,02/01/2023,91276075,106213608,67037372,77205114,24238703,29008494,71601173,88002199,53329404,63679845,18271769,24322354,78.4,82.9,79.6,82.5,75.4,83.8,8072,9902,56730,68407,64802,78309,71976241,88402215,3441888,4193979,882732,975832,936366,1021087,364161398,503281212,510252,571499,307507,342521,2964.5,2639,46.8,51.8,118,236170,270918,140.1,1.9,114.3,1.4,127.8,1.7,105.6013593837552,130.9725010420519,1.25,1.499,1.6338,0.7212,1.3754,1.0801,0.7258,1.5307,1.4073,1.0476,1.5761
SATD202303,03/01/2023,106781300,105242830,78074153,75933929,28707147,29308901,89581512,87315782,65767208,62617941,23814304,24697841,83.9,83,84.2,82.5,83,84.3,10099,9740,69709,66233,79808,75973,90024462,87817092,4265339,4025079,997107,975708,1016285,1007964,456715680,485173065,594193,556590,329790,330901,3026.4,2906.3,50.8,50.3,114.3,272758,268528,137.3,-2,112.8,-1.3,125.5,-1.8,105.6157408498733,129.9884070851939,1.28,1.4891,1.568,0.7211,1.3577,1.0413,0.7069,1.4788,1.5499,1.019,1.5264
SATD202304,04/01/2023,104338836,105994460,74335452,75826723,30003384,30167737,88145674,88332965,63426143,63377735,24719531,24955230,84.5,83.3,85.3,83.6,82.4,82.7,10012,10017,67572,67582,77584,77599,88578807,88249034,3932454,3986832,972025,985968,1005290,1028928,483637609,498270672,558959,569139,336316,338942,2428.3,2773.5,51.2,51.2,114,267308,270814,137,-0.2,114,1.1,125.8,0.2,106.0367069080994,129.1711880148395,1.27,1.4964,1.5531,0.7287,1.3859,1.0694,0.7228,1.5147,1.4791,1.036,1.5222
SATD202305,05/01/2023,109788960,106630411,77821504,76292052,31967456,30338359,93560838,88612156,66743607,63255171,26817231,25356985,85.2,83.1,85.8,82.9,83.9,83.6,10361,9949,71424,66980,81785,76930,93938142,89412202,3976404,3920594,1001470,983303,1062095,1035946,498702899,482380694,610064,576921,350380,340283,2320.2,2771.8,53.1,51,113.6,288661,270548,136.5,-0.4,115.5,1.3,126,0.2,105.7868802966778,129.6582220627661,1.27,1.5161,1.5273,0.7267,1.3954,1.0353,0.7327,1.5207,1.4781,1.032,1.516
SATD202306,06/01/2023,111489108,104868596,78058556,74339407,33430552,30529188,98688402,88156027,68789231,63057890,29899171,25098137,88.5,84.1,88.1,84.8,89.4,82.2,11549,9868,72483,66052,84032,75920,99170572,89376716,4013545,3997039,963487,973705,1047301,1047176,560701408,488091446,574107,565896,338989,336983,2369.1,2735.1,51.9,51.4,114,284123,270301,136.9,0.3,114.8,-0.6,126,0,105.1705317487625,130.0465570790223,1.27,1.5155,1.557,0.7196,1.4105,1.0475,0.7187,1.506,1.4586,1.0409,1.5222
SATD202307,07/01/2023,117336395,107318096,81986172,76486798,35350223,30831299,103663184,89443863,72267945,64201882,31395239,25241981,88.3,83.3,88.1,83.9,88.8,81.9,12442,10122,75379,68258,87821,78379,104221563,90146890,4010720,4021233,969374,969615,1074791,1060660,605455302,500614905,546014,574204,349178,339560,2672.4,2762.7,51.6,50.9,115.3,287583,270863,138,0.8,116,1.1,127.1,0.9,105.8806680007188,130.4765551176766,1.26,1.5286,1.5665,0.7166,1.4287,1.0744,0.7292,1.5175,1.4733,1.0302,1.5391
SATD202308,08/01/2023,116931041,109012178,82002966,77509213,34928075,31502965,97888686,90030611,67936142,64341824,29952544,25688788,83.7,82.6,82.8,83,85.8,81.5,11580,10393,71494,68006,83074,78399,98518011,91577450,4143202,4073412,1002074,955810,1097725,1045465,581431370,508605356,595912,586964,345135,336092,2678.7,2784.3,54.7,52,114.2,288849,271249,137.3,-0.5,118.1,1.8,127.4,0.3,105.9041919702976,132.2290756213319,1.26,1.5528,1.5868,0.7064,1.4082,1.0916,0.7454,1.502,1.4848,1.0536,1.5254
SATD202309,09/01/2023,107001295,109753814,75749134,77766926,31252161,31986888,87867781,92156305,61777892,65650209,26089889,26506096,82.1,84,81.6,84.4,83.5,82.9,9397,10573,66862,69671,76259,80244,88395156,93107152,4079004,4105012,985429,976787,1079107,1073329,541455396,542649624,614619,595171,338972,345637,2381.6,2784.8,50.1,50.9,113.9,273125,269771,137.5,0.2,120,1.6,128.3,0.7,106.1229957048075,133.1111285928512,1.26,1.5788,1.5991,0.7219,1.4457,1.1646,0.7558,1.5447,1.485,1.0296,1.5212
SATD202310,10/01/2023,111636327,111261159,80679765,78964749,30956562,32296410,93097143,93410192,67633388,66641855,25463755,26768337,83.4,84,83.8,84.4,82.3,82.9,9587,10740,73046,70168,82633,80908,93586396,93076732,4191911,3979009,1015344,967526,1187306,1108532,560624024,539102802,642605,584614,357482,352226,2446.5,2777.9,52.4,50.7,113.9,280549,268783,137.3,-0.1,119.3,-0.6,127.9,-0.3,105.3731049715106,131.0083713447583,1.27,1.5783,1.55,0.715,1.4931,1.157,0.7424,1.5741,1.4814,1.0271,1.5203
SATD202311,11/01/2023,105870525,110549453,76703195,77916420,29167330,32633033,86496249,92595728,63626451,65449987,22869798,27145741,81.7,83.8,83,84,78.4,83.2,9294,10684,68419,70280,77713,80963,86927352,92326653,4258804,4068798,963085,972383,1090452,1109740,540470296,541588039,597901,596708,352471,346470,2831.2,2740.1,51.2,50.5,113.2,260292,270657,136.8,-0.4,119.4,0.1,127.7,-0.2,105.690216299413,130.9395270991914,1.27,1.5655,1.585,0.7186,1.4948,1.1623,0.7578,1.5484,1.4613,1.0215,1.5117
SATD202312,12/01/2023,111725985,111090743,78923222,78145538,32802763,32945205,90668489,92806505,64453871,65636118,26214618,27170387,81.2,83.5,81.7,84,79.9,82.5,10775,10826,67924,70451,78699,81278,91018522,92668517,4339924,4053208,972658,972056,1090131,1125384,546229193,544616302,570180,614888,353311,345489,3177.7,2657.3,48.7,49.2,115.8,258680,270471,138.3,1,120.9,1.3,129.1,1.1,105.4273436437272,131.4764676552312,1.28,1.5713,1.5789,0.7184,1.5158,1.1688,0.7809,1.544,1.4171,0.9949,1.5454
SATD202401,01/01/2024,103399615,111130043,71937627,77849951,31461988,33280092,81030698,92991210,56824550,65504369,24206148,27486841,78.4,83.7,79,84.1,76.9,82.6,10249,10954,59808,69990,70057,80944,81377635,92338968,3692095,3972410,898757,928406,1060637,1097098,439635174,549841188,580196,607473,328535,335880,3730.9,2744.9,45.5,48.7,111.8,246434,271864,134.5,-2.7,120.2,-0.6,126.5,-2,104.2481661468073,130.1702093647493,1.3,1.5658,1.5474,0.6861,1.4777,1.1801,0.7715,1.5011,1.4638,0.9856,1.4932
SATD202402,02/01/2024,99789741,112064385,70580033,78414146,29209708,33650239,78689647,93472670,57070731,65671476,21618916,27801194,78.9,83.4,80.9,83.7,74,82.6,9399,11069,60997,70903,70396,81972,79060650,93570550,3435783,4030748,915598,957261,1080697,1138952,439686101,566615207,587359,609632,317997,343997,2976.7,2595,47.1,52,111.5,241002,274374,135.1,0.4,121.4,1,127.3,0.6,105.5257539618776,130.791144356319,1.3,1.5866,1.5702,0.7075,1.5341,1.2161,0.7742,1.5373,1.3839,1.053,1.4885
SATD202403,03/01/2024,115005455,113157736,81538839,79446926,33466616,33710810,96770276,93544301,69049381,65603842,27720895,27940459,84.1,82.7,84.7,82.6,82.8,82.9,11619,11004,73231,70074,84850,81077,97235459,93959672,4166037,4022089,959569,935041,1131742,1130047,564609985,570772475,631222,625230,349811,350493,2805.9,2699.7,52.4,51.6,113.1,274585,271986,136.4,1,122.8,1.2,128.7,1.1,105.311983740509,131.5392963841952,1.29,1.5932,1.5668,0.691,1.5221,1.225,0.794,1.5664,1.4397,1.0437,1.5105
SATD202404,04/01/2024,112035610,113553927,78918725,80196041,33116885,33357886,92096174,93372620,65739107,66112212,26357067,27260407,82.2,82.2,83.3,82.4,79.6,81.7,10653,10897,70584,70096,81237,80992,92514913,93526447,3928291,3888675,910377,925137,1091151,1100606,536799470,568812389,642195,620545,341892,345048,2403.4,2758.4,47.9,48,113,273208,274416,135.3,-0.8,122.1,-0.6,127.7,-0.7,105.1457750820879,132.6561773001403,1.3,1.5859,1.5148,0.6837,1.4825,1.2208,0.7881,1.542,1.471,0.9713,1.5091
SATD202405,05/01/2024,117109222,113564935,82229831,80446420,34879391,33118514,99370613,93221424,70516306,66192053,28854307,27029371,84.9,82.1,85.8,82.3,82.7,81.6,11256,10682,75825,70094,87081,80777,99761138,94453569,4203544,4149922,940030,923198,1139354,1113363,583499606,562693891,665182,629098,361734,351335,2339.7,2784.7,54.7,52.4,114.7,292503,273225,138.2,2.1,123.5,1.1,130,1.8,105.7856475995819,131.5245917880547,1.3,1.6016,1.6166,0.6823,1.4996,1.2076,0.7989,1.5701,1.485,1.0611,1.5315
SATD202406,06/01/2024,120479432,113449360,83891560,80243510,36587872,33205850,105399026,94956095,73080503,67882008,32318523,27074087,87.5,83.7,87.1,84.6,88.3,81.5,12547,10786,77180,72267,89727,83053,105774439,96304533,4077517,4113574,943188,951828,1141879,1143393,602324829,540928638,607452,633973,346392,344627,2437.1,2806.1,53.1,52.6,113.6,283036,272759,137.7,-0.4,125.3,1.5,130.3,0.3,106.0668052621893,131.8445281525664,1.32,1.633,1.6024,0.7034,1.5401,1.1609,0.8051,1.5401,1.4964,1.0638,1.5164
SATD202407,07/01/2024,123653333,113152332,86030765,80084582,37622568,33067750,108410299,93659354,75257458,66755839,33152841,26903515,87.7,82.8,87.5,83.4,88.1,81.4,13005,10709,78799,70736,91804,81445,108804131,95127495,4089694,4061779,951229,952417,1167746,1153195,628055860,521560031,608967,604007,362586,352196,2752.5,2839.5,52.2,51.6,113.8,291010,272488,137.9,0.2,122.2,-2.5,129.3,-0.7,105.3126000890569,133.08350177586,1.31,1.613,1.5823,0.7039,1.5533,1.1194,0.7671,1.574,1.5142,1.0439,1.5199
SATD202408,08/01/2024,119339798,111663260,83172886,79005036,36166912,32658224,101891361,93671830,70612934,66923025,31278427,26748805,85.4,83.9,84.9,84.7,86.5,81.9,12002,10644,74814,71243,86816,81886,102236869,94850051,4209629,4154593,1009357,964172,1251185,1184226,626221873,553711288,625899,631008,359343,349806,2721.9,2820.9,55,52,114.9,292096,273184,139.2,0.9,123.9,1.4,130.8,1.1,105.8266347780183,132.2892307873612,1.33,1.6083,1.6184,0.7126,1.5951,1.1884,0.8014,1.5633,1.5043,1.0534,1.5344
SATD202409,09/01/2024,108828948,111537866,76988177,78844040,31840771,32693826,89211577,93632830,62722315,66555843,26489262,27076988,82,83.9,81.5,84.4,83.2,82.8,9490,10660,68006,70940,77496,81600,89581221,94138436,4054185,4078435,978585,969058,1191711,1196177,547999418,549950987,659060,642278,340950,347489,2423,2825.4,50.3,51,113,272896,272093,137.5,-1.3,124.1,0.1,129.7,-0.8,105.3908763546422,132.0920555209316,1.33,1.5963,1.5887,0.7162,1.6112,1.1803,0.8157,1.5529,1.5067,1.0322,1.508
SATD202410,10/01/2024,112636279,112274343,80863690,79083558,31772589,33190785,93746769,93792179,67289994,65985683,26456775,27806495,83.2,83.5,83.2,83.4,83.3,83.8,9761,10960,73066,70120,82827,81079,94244139,93799123,4501213,4244877,998335,949910,1253222,1169084,583218878,561569022,716734,644115,353924,348538,2436.3,2772.2,53.6,52,113.4,288167,274782,137.9,0.3,123.9,-0.1,129.9,0.2,104.9988786781681,131.6105913957856,1.32,1.5905,1.6536,0.702,1.5747,1.2052,0.818,1.5576,1.4783,1.0522,1.5146
SATD202411,11/01/2024,107092021,112004912,77556110,79008557,29535911,32996355,86241491,95632947,62674521,67539838,23566970,28093109,80.5,85.4,80.8,85.5,79.8,85.1,9375,10915,67695,72135,77070,83050,86650260,94821229,4443575,4169787,933487,942754,1210315,1219808,547052186,575774847,625889,637774,354895,348890,2716.1,2631.2,51.3,50.7,112.4,261116,272697,136.4,-1.1,124.4,0.4,129.2,-0.6,104.7281989408753,132.2812100985573,1.31,1.6078,1.6243,0.6967,1.643,1.2357,0.81,1.5592,1.4032,1.0271,1.5011
SATD202412,12/01/2024,114681128,113539954,81395573,80069845,33285555,33470108,96534969,95792222,68684657,67002892,27850312,28789331,84.2,84.4,84.4,83.7,83.7,86,11239,11239,72100,71850,83339,83088,96895879,95781078,4449634,4219280,953255,950891,1188021,1225960,633887303,605995782,605962,636480,352712,345376,3361.4,2822.2,49.2,49.9,112.3,262998,274359,137,0.4,125.2,0.6,129.9,0.5,105.8807707254768,132.8185962484196,1.29,1.6241,1.6436,0.7028,1.6513,1.3006,0.8083,1.5435,1.505,1.0095,1.4991
SATD202501,01/01/2025,105223094,113292207,73788885,79970646,31434209,33321561,83019568,94309223,57644548,65685556,25375020,28623667,78.9,83.2,78.1,82.1,80.7,85.9,10356,11115,60377,69996,70733,81112,83378186,93959519,3813411,4115748,908868,940451,1192532,1202776,493762438,597253402,603223,628627,341004,349062,3926.9,2879.6,46.7,50.1,112.2,251206,274878,136.8,-0.1,123.1,-1.7,129,-0.7,106.025407184721,133.3056302963461,1.31,1.5932,1.6033,0.695,1.6201,1.2818,0.7983,1.56,1.5356,1.0148,1.4985
