ID,OBS_DATE,ASM,ASM_D11,ASM_D,ASM_D_D11,ASM_I,ASM_I_D11,RPM,RPM_D11,RPM_D,RPM_D_D11,RPM_I,RPM_I_D11,LOAD_FACTOR,LOAD_FACTOR_D11,LOAD_FACTOR_D,LOAD_FACTOR_D_D11,LOAD_FACTOR_I,LOAD_FACTOR_I_D11,ENPLANE_I,ENPLANE_I_D11,ENPLANE_D,ENPLANE_D_D11,ENPLANE,ENPLANE_D11,AIR_RPM_TSI,AIR_RPM_TSI_D11,AIR_RTMFM,AIR_RTMFM_D11,RAIL_FRT_CARLOADS,RAIL_FRT_CARLOADS_D11,RAIL_FRT_INTERMODAL,RAIL_FRT_INTERMODAL_D11,RAIL_PM,RAIL_PM_D11,TRANSIT,TRANSIT_D11,PETROLEUM,PETROLEUM_D11,NATURAL_GAS,NATURAL_GAS_D11,WATERBORNE,WATERBORNE_D11,TRUCK_D11,VMT,VMT_D11,TSI_Freight,TSI_Freight_C,TSI_Passenger,TSI_Passenger_C,TSI_Total,TSI_Total_C,IND_PRO,MANUF,INV_TO_SALES,IDX_AIR_RPM,IDX_AIR_RTMFM,IDX_RAIL_FRT_CARLOADS,IDX_RAIL_FRT_INTERMODAL,IDX_RAIL_PM,IDX_TRANSIT_D11,IDX_PETROLEUM_D11,IDX_NATURAL_GAS_D11,IDX_WATERBORNE_D11,IDX_TRUCK_D11
SATD200901,01/01/2009,78697077,81129331,53952839,55884301,24744238,25245030,57424037,63382563,39299677,44098306,18124360,19284257,73,78.1,72.8,78.9,73.2,76.4,6987,7292,44822,50760,51809,58052,58373786,64547783,2257630,2488514,1131568,1156349,825499,831643,419766348,503261778,811077,848351,208535,205332,2729.7,1953.3,33.5,37.1,77.4,225529,245974,98.5,-1.8,108.9,-1.1,101.6,-1.6,90.77910132921512,82.1187083343209,1.57,1.0945,0.9694,0.8546,1.1202,1.0801,1.0774,0.9176,1.0416,0.7512,1.0338
SATD200902,02/01/2009,71903819,81876779,49969301,56721041,21934518,25155738,52712775,63834907,37640543,44739008,15072232,19095899,73.3,78,75.3,78.9,68.7,75.9,6166,7269,43677,51576,49843,58845,53506580,65505139,2190771,2544686,1077273,1204705,704833,785376,376710497,492146547,793796,862932,182686,201414,2332.5,1896.9,34.1,40.3,79.3,217643,248466,100.9,2.4,110.6,1.5,103.8,2.1,90.23650915753372,82.46270676524433,1.55,1.1107,0.9913,0.8903,1.0579,1.0562,1.0959,0.9001,1.0116,0.816,1.0593
SATD200903,03/01/2009,82111842,80358488,57331261,55561096,24780581,24797392,65147741,63241975,46517762,44373732,18629979,18868243,79.3,78.7,81.1,79.9,75.2,76.1,7446,7096,53531,50958,60977,58054,66027342,63814869,2493784,2352678,1162171,1121524,785699,791904,456227991,471994124,881916,845689,195665,198952,2170.7,1923.5,37.2,36.2,75.6,249741,244904,95.8,-5.1,107.9,-2.4,99.4,-4.2,88.82496825804978,80.03199246383585,1.57,1.0821,0.9165,0.8289,1.0667,1.013,1.074,0.8891,1.0258,0.7318,1.0095
SATD200904,04/01/2009,79844963,80569993,55279990,55729613,24564973,24840380,64352894,64690788,45419277,45207967,18933617,19482821,80.6,80.3,82.2,81.1,77.1,78.4,7295,7318,52245,51909,59540,59226,65166301,65566665,2474719,2476039,1065507,1060813,765898,789494,469783200,474533071,867250,849533,197212,202253,1741.3,1883.1,37.1,36.7,74.8,251374,247873,94.9,-1,110,1.9,99.4,0,88.12787805035762,78.82265082973454,1.54,1.1118,0.9645,0.784,1.0634,1.0184,1.0789,0.9039,1.0042,0.7429,0.9984
SATD200905,05/01/2009,81580179,79866833,56504791,55560842,25075388,24305991,65015083,62588358,45980485,44325092,19034598,18263265,79.7,78.4,81.4,79.8,75.9,75.1,6797,6671,52949,50493,59746,57165,65868255,63261210,2427371,2459449,1075381,1045212,789132,778324,494908098,474099036,848882,839910,204193,198677,1504,1846.5,37.4,34,76.4,258276,246794,95.1,0.2,107,-2.7,98.7,-0.8,87.25810752449121,78.97771747994355,1.5,1.0727,0.9581,0.7725,1.0484,1.0175,1.0667,0.8879,0.9847,0.6879,1.0198
SATD200906,06/01/2009,83761399,80002030,57716505,55555225,26044894,24446805,70562995,64135969,49290282,45069820,21272713,19066149,84.2,80.2,85.4,81.1,81.7,78,7678,7055,55898,51600,63576,58654,71350228,64734951,2613309,2588552,1074935,1096027,779312,773677,542873119,481560840,842850,839791,191876,191324,1527.8,1860.8,41.2,38.8,75.3,258395,246498,96.1,1.1,108.7,1.5,99.9,1.3,86.98177792550919,80.59433186775473,1.45,1.0977,1.0084,0.81,1.0421,1.0335,1.0665,0.855,0.9923,0.786,1.0051
SATD200907,07/01/2009,88185197,80039613,60500022,55586502,27685175,24453112,76201891,64944178,52704805,45474406,23497086,19469772,86.4,81.1,87.1,81.8,84.9,79.6,8640,7140,59469,52029,68109,59169,77136799,65381242,2618063,2632592,1143030,1147532,801835,788477,596670353,488516829,840198,842531,200588,197014,1658,1848.8,42.2,39.7,76.9,264472,247534,98.4,2.3,109.5,0.8,101.7,1.8,88.02001705447245,80.75251767472082,1.42,1.1086,1.0255,0.8481,1.062,1.0484,1.07,0.8805,0.9859,0.804,1.0266
SATD200908,08/01/2009,86680535,80467974,59356993,55934193,27323542,24533780,73607921,65473128,50467291,45682862,23140630,19790266,84.9,81.4,85,81.7,84.7,80.7,8464,7266,56568,53070,65032,60336,74614772,65962908,2612420,2643303,1202053,1130838,849068,794642,582302101,510830020,830487,841788,188445,184248,1736.5,1905.9,42.7,40.4,77.9,260297,246986,99.1,0.8,110.2,0.6,102.5,0.7,89.00001124565772,81.71143558061102,1.37,1.1185,1.0297,0.8357,1.0703,1.0963,1.069,0.8234,1.0164,0.8184,1.0405
SATD200909,09/01/2009,75867784,78549851,52447290,54505854,23420494,24043997,60512481,64345864,41656740,45166145,18855741,19179719,79.8,81.9,79.4,82.9,80.5,79.8,6443,7179,48235,51614,54678,58793,61435354,65475116,2747556,2753934,1149431,1133821,827634,805073,462787005,497551022,865917,837661,195970,196443,1575,1962.8,33.3,38,78.4,241970,246455,99.7,0.6,109.5,-0.7,102.6,0.2,89.7630507479768,83.49782121477173,1.41,1.1102,1.0728,0.8379,1.0844,1.0678,1.0638,0.8779,1.0467,0.7692,1.0474
SATD200910,10/01/2009,77095147,77719267,54453812,54468431,22641335,23250836,63325757,64144443,44781576,45036733,18544181,19107710,82.1,82.5,82.2,82.7,81.9,82.2,6530,7133,52279,51491,58809,58624,64274740,65144400,3045702,2858508,1185330,1116722,892313,821372,493132875,501031796,904060,837703,188100,187441,1666.5,1955.2,36.5,34.6,77.9,252209,244074,98.6,-1.1,109.1,-0.3,101.8,-0.9,89.96726756685273,84.35224736929983,1.4,1.1046,1.1135,0.8253,1.1064,1.0753,1.0639,0.8377,1.0427,0.7006,1.0403
SATD200911,11/01/2009,73745383,78308378,52483166,54607826,21262217,23700552,58170882,63365592,41573018,44210789,16597864,19154803,78.9,80.9,79.2,81,78.1,80.8,6250,7139,48585,50631,54835,57770,59011015,64259066,3052858,2893167,1136834,1149120,830896,844187,498855768,510892594,804750,825508,203418,202290,1776.2,1824,42.1,40.1,79.3,237264,246232,101.3,2.7,107.7,-1.3,103.2,1.4,90.3349194756842,86.07847783743117,1.4,1.0896,1.127,0.8493,1.1371,1.0965,1.0484,0.904,0.9727,0.8113,1.0587
SATD200912,12/01/2009,77629338,78759207,54631266,54823156,22998072,23936052,62377082,65011717,43650676,45379805,18726406,19631912,80.4,82.5,79.9,82.8,81.4,82,7152,7315,49793,51759,56945,59074,63231672,66080310,3127833,2944826,1063803,1116249,789595,848114,537980573,528519343,807889,833683,200540,192874,2491.9,1985.8,37.4,38.6,80.1,239593,244784,101.7,0.4,110.1,2.2,104.2,1,90.64473734576956,87.08173232865411,1.39,1.1205,1.1472,0.825,1.1424,1.1343,1.0588,0.862,1.059,0.7824,1.0697
SATD201001,01/01/2010,77531488,80398014,53795979,56180243,23735509,24217771,58655574,64899897,40301481,45353988,18354093,19545908,75.7,80.7,74.9,80.7,77.3,80.7,7050,7344,45502,51543,52552,58887,59651062,66040598,2628608,2896682,1127827,1148935,852692,871059,440854078,527337800,768375,820750,200332,198122,2809.8,2008.6,39.8,41.9,80.4,220839,242519,103,1.3,109.5,-0.5,104.9,0.7,91.61990347332952,88.27547817897003,1.39,1.1198,1.1284,0.8491,1.1733,1.1318,1.0423,0.8854,1.0712,0.8484,1.0732
SATD201002,02/01/2010,68557029,78479357,47817558,54590960,20739471,23888397,52438942,63857675,36997641,44157392,15441301,19700283,76.5,81.4,77.4,80.9,74.5,82.5,6241,7392,42441,50325,48682,57716,53240066,65730580,2564858,2976537,1060960,1184531,780350,870952,405905875,522681712,725649,793525,183802,203519,2481,2029.3,41,45,81.3,210635,241803,105,2,108,-1.4,105.8,0.8,91.94338373622703,87.79735600749225,1.4,1.1146,1.1595,0.8754,1.1731,1.1218,1.0078,0.9095,1.0822,0.9115,1.0857
SATD201003,03/01/2010,81417138,79645187,57080673,55286081,24336465,24359106,67304853,65722319,47619593,45621319,19685260,20101000,82.7,82.5,83.4,82.5,80.9,82.5,7795,7504,54424,51884,62219,59388,68307090,66644880,3056954,2860498,1245587,1206689,884975,894694,538675366,537466541,873775,821979,200331,203301,2142.9,1918.9,46.8,47,81.9,254238,248076,105.4,0.4,110.2,2.1,106.8,0.9,92.59157695911792,89.51177823932895,1.37,1.1301,1.1143,0.8918,1.2051,1.1535,1.0439,0.9086,1.0233,0.9516,1.0929
SATD201004,04/01/2010,78459014,78996831,55280658,55561431,23178356,23435400,64062751,64153360,45662026,45234781,18400725,18918579,81.7,81.2,82.6,81.4,79.4,80.7,7161,7148,52498,51515,59659,58663,64953251,65088578,2990288,2995348,1226038,1225801,868143,882290,520013629,531670002,849734,827382,208861,214308,1691.8,1842.1,47.4,48,82.1,253936,249112,106.2,0.8,108.7,-1.4,106.8,0,92.92553514733,90.29424099153304,1.36,1.1037,1.1668,0.9059,1.1884,1.1411,1.0507,0.9577,0.9824,0.9711,1.0959
SATD201005,05/01/2010,82596331,80845364,56898076,55955393,25698255,24889971,67970934,65880029,46953592,45624573,21017342,20255456,82.3,81.5,82.5,81.5,81.8,81.4,7626,7493,53842,52115,61468,59608,68850905,66637026,3123899,3107583,1238429,1213583,926481,905344,544408276,525308391,832784,828396,206845,201632,1617.3,1982.2,47.6,47.2,81.6,256927,247042,106.3,0,110.5,1.6,107.4,0.6,94.2000412196608,89.96494715675011,1.38,1.1299,1.2106,0.8969,1.2195,1.1274,1.052,0.9011,1.0571,0.9559,1.0892
SATD201006,06/01/2010,85383747,81114864,58353240,55834360,27030507,25280505,73591283,66622423,50387612,45954736,23203671,20667688,86.2,82.1,86.3,82.3,85.8,81.8,8322,7664,56690,52368,65012,60032,74474550,67632875,3083661,3102280,1183965,1207252,922804,924767,604206171,542697278,822320,819924,195446,193854,1649.5,2011.2,48.6,47.8,81.6,260083,247723,106.4,0.1,111.3,0.7,107.7,0.3,94.40744250603429,90.02577071351313,1.39,1.1468,1.2085,0.8922,1.2456,1.1647,1.0413,0.8663,1.0725,0.9684,1.0899
SATD201007,07/01/2010,90033029,81326624,61069832,55963556,28963197,25363069,78192819,66619228,53095877,46001421,25096942,20617807,86.8,81.9,86.9,82.2,86.7,81.3,9292,7615,59143,52435,68435,60050,79304441,67455527,3069914,3096081,1214303,1217826,959582,938182,669880427,565991199,798782,818619,208611,205040,1825.8,2027.5,47.4,46.7,82,265315,249293,106.8,0.5,111.1,-0.2,108,0.2,94.7686227551126,90.91718115530372,1.4,1.1438,1.2061,0.9,1.2637,1.2147,1.0396,0.9163,1.0812,0.9449,1.0943
SATD201008,08/01/2010,88740810,82015230,60357986,56506396,28382824,25508834,75714090,67112321,51439494,46363102,24274596,20749220,85.3,81.8,85.2,82,85.5,81.3,8883,7662,57371,53125,66254,60787,76741308,67951884,3056160,3082064,1280718,1210259,1015099,953086,597056638,523847598,824665,818600,215385,211566,1878.9,2062.9,49.1,46.8,81.4,263837,249208,106.7,-0.2,111.5,0.4,108,0,95.11655151041076,91.192112543749,1.41,1.1522,1.2006,0.8944,1.2838,1.1243,1.0396,0.9455,1.1001,0.9466,1.0874
SATD201009,09/01/2010,79616525,82390217,54729819,56876360,24886706,25513857,64494149,68098875,43694606,47075020,20799543,21023854,81,82.7,79.8,82.8,83.6,82.4,7047,7756,50305,53571,57352,61327,65341293,68720340,3086870,3107954,1239743,1222704,971902,949469,497091526,532520987,844513,816976,206128,205217,1637.5,2028.4,46.9,47.2,82.1,244682,249084,107.2,0.5,112.3,0.7,108.6,0.6,95.3833277069001,92.43264574542108,1.41,1.1653,1.2107,0.9036,1.2789,1.1429,1.0375,0.9171,1.0817,0.9565,1.0957
SATD201010,10/01/2010,82105210,82838595,56731955,56878180,25373255,25960416,68199554,68966203,47283498,47496919,20916056,21469284,83.1,83.3,83.3,83.5,82.4,82.7,7298,7969,54826,53891,62124,61860,69071626,69755257,3315367,3129546,1289287,1223060,1018052,942784,531024449,542007523,868512,814735,209033,208183,1664.9,1954,51,46.7,83.2,256395,249386,107.7,0.5,113.4,1,109.4,0.7,95.1265158119354,93.38666211926446,1.39,1.1828,1.2191,0.9039,1.2699,1.1632,1.0347,0.9304,1.042,0.9457,1.1101
SATD201011,11/01/2010,77714960,82865231,54609536,56932977,23105424,25932254,62471217,68290633,44351351,47165756,18119866,21124878,80.4,82.4,81.2,82.8,78.4,81.5,6737,7783,51420,53424,58157,61207,63334293,68918867,3238034,3078825,1200298,1209279,926725,937396,528519429,540237990,817646,824395,206410,205135,1973.3,2003.5,46.7,46.7,82.9,239579,247614,107.3,-0.4,112.9,-0.5,108.9,-0.4,95.19359507890016,94.47658460895192,1.38,1.1686,1.1994,0.8937,1.2626,1.1595,1.047,0.9168,1.0684,0.9445,1.1065
SATD201012,12/01/2010,80443268,81990031,55745548,56108644,24697720,25881387,64946702,67385506,45067193,46555165,19879509,20830341,80.7,82.2,80.8,83,80.5,80.5,7507,7659,51076,52429,58583,60088,65797943,68292706,3301087,3093742,1166081,1213027,884302,939503,558069744,543420548,792464,815120,214444,207398,2714,2154.6,44.8,46,84,240800,245054,108.7,1.3,111.8,-1,109.5,0.5,96.14174459510984,96.6196680979756,1.37,1.158,1.2052,0.8965,1.2655,1.1663,1.0352,0.9269,1.149,0.9308,1.121
SATD201101,01/01/2011,79340800,82821348,53804569,56662872,25536231,26158476,60720980,67817863,41187427,46795388,19533553,21022476,76.5,81.9,76.6,82.6,76.5,80.4,7386,7690,46305,53150,53691,60839,61630362,68652446,2872137,3144544,1222479,1241775,919817,947309,456336772,548443295,773359,830031,203264,202184,2888.6,2070.7,44.9,47.1,85.2,223790,246965,109.8,1.1,112.8,0.9,110.6,1,95.93352151067246,98.72019737695626,1.37,1.1641,1.225,0.9177,1.276,1.1771,1.0541,0.9036,1.1043,0.9534,1.137
SATD201102,02/01/2011,71889049,82633908,49106336,56319116,22782713,26314792,54492725,66647804,38285135,45863342,16207590,20784462,75.8,80.7,78,81.4,71.1,79,6420,7643,43658,51935,50078,59578,55391206,68226895,2662372,3092639,1116767,1237816,862311,964722,436196722,554168320,760035,827053,184456,205345,2452.4,2019.4,43,47.1,84.6,213463,245208,109.2,-0.6,112.3,-0.5,110,-0.5,95.53864754097474,98.70883473448406,1.35,1.1569,1.2047,0.9148,1.2994,1.1893,1.0503,0.9177,1.0769,0.954,1.1298
SATD201103,03/01/2011,85571961,83446301,59209949,57095388,26362012,26350913,69104312,67222432,48992222,46699497,20112090,20522935,80.8,80.6,82.7,81.8,76.3,77.9,7929,7630,55649,53059,63578,60689,70158268,68346599,3410298,3187153,1288214,1253460,955886,960414,566357389,574827611,887835,836123,199587,201620,2230.5,2008.9,44.9,44.9,87,253124,246519,110.9,1.6,112.9,0.5,111.3,1.2,96.5288114832006,101.9293640861669,1.35,1.1589,1.2416,0.9264,1.2936,1.2337,1.0618,0.901,1.0713,0.9095,1.1613
SATD201104,04/01/2011,82712741,83402711,56686515,57130722,26026226,26271989,66733086,67301976,46567367,46579905,20165719,20722071,80.7,80.7,82.1,81.5,77.5,78.9,7672,7714,52859,52637,60531,60350,67683558,68370772,3179047,3208683,1234172,1239398,955453,969292,572508869,573654989,836671,829023,192833,198293,1825,2002.7,45.4,46,86.1,249578,245553,110.3,-0.6,112.6,-0.3,110.8,-0.5,96.20902931159056,101.7883336413647,1.35,1.1593,1.2499,0.916,1.3056,1.2312,1.0528,0.8862,1.068,0.931,1.1493
SATD201105,05/01/2011,84747977,82666525,57969810,56738812,26778167,25927714,70797151,68275317,49026670,47287880,21770481,20987437,83.5,82.6,84.6,83.3,81.3,80.9,7871,7766,55982,53511,63853,61276,71711448,69144798,3082305,3086049,1243935,1221617,994279,977309,584806522,561646205,860441,839782,206363,201284,1667.4,2034.4,42.9,42.5,84.8,254083,243131,108.5,-1.6,113.9,1.1,110,-0.7,96.3273682327903,101.4367601154598,1.36,1.1725,1.2022,0.9028,1.3164,1.2054,1.0665,0.8995,1.0849,0.8607,1.1327
SATD201106,06/01/2011,87793502,83030654,59955636,57058972,27837866,25971682,75121815,67812517,51552209,46922582,23569606,20889936,85.6,81.7,86,82.2,84.7,80.4,8465,7678,57779,53444,66244,61122,76057910,68745639,3080022,3051331,1198498,1220867,970944,966994,595163810,530605490,841176,841519,206682,204020,1657.3,2020.9,47.9,47.2,86.4,258350,245757,110.2,1.6,113.4,-0.4,111,1,96.61191581241116,102.0523479811602,1.35,1.1657,1.1886,0.9023,1.3025,1.1388,1.0687,0.9118,1.0777,0.9555,1.1539
SATD201107,07/01/2011,92505514,83248668,62492261,57117166,30013253,26131502,80361588,68432356,54459011,47263646,25902577,21168710,86.9,82.2,87.1,82.7,86.3,81,9600,7849,60310,53668,69910,61517,81423231,69399585,3059306,3096364,1203850,1204143,971987,955596,632786423,530845145,804432,840178,206071,202493,1890.5,2089.9,49.9,49.2,85.6,260175,245196,110,-0.2,114.1,0.6,111.1,0.1,97.07058185681812,102.7265314345115,1.35,1.1768,1.2062,0.8899,1.2871,1.1393,1.067,0.9049,1.1145,0.997,1.1425
SATD201108,08/01/2011,89054159,82307972,60248867,56400056,28805292,25907917,76193082,67816260,51570695,46761537,24622387,21054723,85.6,82.4,85.6,82.9,85.5,81.3,8895,7720,57404,53182,66299,60901,77247896,68830181,3063273,3073181,1280388,1211323,1021377,960510,581116991,509035760,823132,801614,201630,197480,1891.8,2080.5,50.9,48.6,86.6,260526,244641,110.6,0.5,111.7,-2.1,110.7,-0.4,97.68857400086117,102.9192507627166,1.36,1.1671,1.1972,0.8952,1.2938,1.0925,1.018,0.8825,1.1095,0.9838,1.1565
SATD201109,09/01/2011,80009494,82689579,54480417,56613177,25529077,26076402,65499304,68506799,44580293,47540746,20919011,20966052,81.9,82.8,81.8,84,81.9,80.4,7086,7743,50982,53280,58068,61023,66345318,69085047,3013752,3045358,1250008,1232706,989341,963999,509094731,540192396,871577,838917,206653,204735,1655.6,2043.6,47.7,47.9,87.3,242062,245393,111.2,0.5,113.7,1.8,111.8,0.9,97.61358492753146,102.6220396831494,1.34,1.1714,1.1863,0.911,1.2985,1.1594,1.0654,0.915,1.0898,0.9702,1.1653
SATD201110,10/01/2011,81575563,82460548,56160274,56451438,25415289,26009110,67300832,68581673,46972410,47558098,20328422,21023575,82.5,83.2,83.6,84.2,80,80.8,7079,7737,54124,53897,61203,61634,68177919,69315334,3174452,3001131,1315438,1251192,1052938,976730,543403112,560043044,899322,847167,204330,203506,1744.4,2045.2,52.1,47.8,87.5,251906,245952,111.4,0.2,114.4,0.6,112.2,0.3,98.2963963938636,103.3501399890158,1.34,1.1754,1.1691,0.9247,1.3156,1.202,1.0759,0.9095,1.0906,0.9672,1.1678
SATD201111,11/01/2011,76327628,81566909,53639821,56051761,22687807,25515148,62528875,68222437,44780150,47471360,17748725,20751077,81.9,83.6,83.5,84.7,78.2,81.3,6611,7696,51660,53510,58271,61206,63492941,69230011,3141029,3010025,1229149,1237323,962932,980474,552477847,565472304,842660,850736,205155,204664,2031.9,2038,47,46.9,88.2,238535,246579,111.7,0.3,114.4,0.1,112.4,0.2,98.28478849621118,104.0481627118676,1.34,1.1739,1.1726,0.9144,1.3207,1.2136,1.0804,0.9146,1.0868,0.95,1.178
SATD201112,12/01/2011,81142502,82854313,56330879,56818529,24811623,26035784,65500668,68021757,45673434,47258046,19827234,20763711,80.7,82.1,81.1,83.2,79.9,79.8,7535,7707,51535,53530,59070,61238,66595644,69159154,3261313,3060566,1239900,1280076,952770,994537,557374424,543989916,819109,857548,204292,197934,2541.9,2012.1,45.9,47,91.6,244810,249896,114.8,2.7,114.6,0.1,114.5,1.9,98.80159675363812,104.2743015767557,1.34,1.1727,1.1922,0.946,1.3396,1.1675,1.0891,0.8846,1.073,0.9518,1.2236
SATD201201,01/01/2012,78692868,82422909,53426995,56328961,25265873,26093948,61076689,68025116,41673200,47018829,19403489,21006286,77.6,82.5,78,83.5,76.8,80.5,7361,7706,47081,53296,54442,61003,61940192,68952544,2669174,2882903,1236637,1254075,952551,982951,463005361,554667678,823946,865653,204812,205284,2756.2,1988.3,45.7,47.9,87.5,227527,249790,111.1,-3.2,114.8,0.2,112,-2.1,99.3959622033444,105.8082583105044,1.34,1.1692,1.123,0.9268,1.324,1.1904,1.0994,0.9174,1.0603,0.9696,1.1685
SATD201202,02/01/2012,74994689,83501087,51244944,56892039,23749745,26609048,57448037,68138067,40440608,47001448,17007429,21136619,76.6,81.6,78.9,82.6,71.6,79.4,6701,7768,46405,53509,53106,61277,58243799,69627902,2809512,3150794,1137851,1204103,900187,975312,461139329,571763466,840452,868298,182427,195120,2500.6,2021.2,43.6,48,88.8,218196,250746,112,0.9,115.7,0.8,113,0.8,99.7110190360871,105.799792027878,1.33,1.1807,1.2274,0.8899,1.3137,1.2271,1.1027,0.872,1.0778,0.9706,1.1856
SATD201203,03/01/2012,85281469,83214526,58846030,56843328,26435439,26371199,70799480,68778686,49693743,47332550,21105737,21446137,83,82.7,84.4,83.3,79.8,81.3,8262,7876,56200,53524,64462,61400,71696205,69525069,3307453,3108008,1212862,1184325,998993,996777,544100123,548515776,894654,855630,194737,195097,2127.8,1916.6,47.1,47,89.3,256166,249737,111.6,-0.4,114.9,-0.6,112.5,-0.5,99.19195083398446,106.5657678086518,1.34,1.1789,1.2107,0.8753,1.3426,1.1772,1.0866,0.8719,1.0221,0.9516,1.1921
SATD201204,04/01/2012,82144193,82763703,56495334,56791128,25648859,25972575,67807033,68659969,47240812,47341249,20566221,21318720,82.5,83,83.6,83.4,80.2,82.1,7804,7841,53691,53634,61495,61474,68669276,69433789,2990274,3017860,1161560,1172650,990999,1010140,585609840,586838990,850492,844313,190796,195915,1953.1,2155.9,46.9,47.6,88.6,249394,246547,111.8,0.2,114.4,-0.4,112.4,0,99.900854388845,105.7120100448574,1.36,1.1774,1.1756,0.8666,1.3606,1.2595,1.0723,0.8755,1.1497,0.964,1.1824
SATD201205,05/01/2012,85193744,82932936,58102685,56795617,27091059,26137319,71155609,68394259,49075105,47180996,22080504,21213263,83.5,82.5,84.5,83.1,81.5,81.2,7930,7843,55749,53278,63679,61121,71887545,69210363,3126142,3109520,1204216,1185775,1024067,1006210,594778477,571147869,880976,846546,204268,198837,1873.8,2277,48.3,47.8,88.5,260774,248096,112.7,0.8,114.3,-0.2,113,0.5,100.1150355092455,105.6215544989021,1.37,1.1736,1.2113,0.8763,1.3553,1.2258,1.0751,0.8886,1.2142,0.9676,1.181
SATD201206,06/01/2012,87828881,82860539,59980866,57041815,27848015,25818724,76014162,68427013,51958870,47332201,24055292,21094812,86.5,82.6,86.6,83,86.4,81.7,8706,7844,57903,53545,66609,61389,76760765,69121120,3091102,3092014,1182389,1201702,1031759,1016639,642263746,576660918,832110,845134,207446,204130,1868.4,2278.3,46.3,45.8,89.5,260376,247577,113.5,0.7,114.1,-0.1,113.5,0.4,100.1328068923771,104.0862609836862,1.4,1.1721,1.2045,0.8881,1.3694,1.2376,1.0733,0.9123,1.2149,0.9261,1.1953
SATD201207,07/01/2012,91937381,82534004,62452540,56814969,29484841,25719036,79640786,68220706,54239650,47284531,25401136,20936175,86.6,82.7,86.8,83.2,86.1,81.4,9499,7793,59688,53394,69187,61188,80499331,68830492,2998876,3011140,1193178,1189711,1024346,1010910,663965533,561803014,829360,853082,204346,200279,2069.8,2286,46.6,46,89.6,260244,245308,113.1,-0.3,114.1,0,113.2,-0.2,100.3327092714176,104.0301161620588,1.4,1.1671,1.173,0.8793,1.3616,1.2057,1.0834,0.8951,1.2191,0.9318,1.1965
SATD201208,08/01/2012,89856820,82822879,61026458,56991645,28830362,25831234,77738861,68637847,52870440,47595789,24868421,21042058,86.5,82.9,86.6,83.5,86.3,81.5,9109,7806,58646,53541,67755,61348,78609005,69308245,3018293,3026680,1257658,1188240,1062744,1005234,639545067,561290513,874183,851512,213676,209331,2008.8,2214.2,47.6,45.2,89.1,264379,246538,112.5,-0.5,114.6,0.4,113,-0.2,99.92386473463382,104.742843481051,1.39,1.1752,1.179,0.8782,1.354,1.2046,1.0814,0.9355,1.1808,0.9156,1.1891
SATD201209,09/01/2012,79960227,82802961,54386944,56885018,25573283,25917943,65230938,68582164,43861218,47259558,21369720,21322606,81.6,82.8,80.6,83.1,83.6,82.3,7287,8019,50135,53710,57422,61729,66008348,69306517,2969583,3039268,1198582,1179928,1028628,1006874,533542490,573064743,858035,858501,196690,194478,1807.2,2216.3,45.3,45.3,88.6,238867,245805,111.8,-0.7,114.9,0.3,112.6,-0.3,99.87075603475512,105.6012799799811,1.38,1.1752,1.1839,0.872,1.3562,1.2299,1.0903,0.8691,1.1819,0.9166,1.1822
SATD201210,10/01/2012,80300875,81180624,55378640,55503237,24922235,25677387,66974008,68252509,46661136,47064176,20312872,21188332,83.4,84.1,84.3,84.8,81.5,82.5,7151,7915,53780,52819,60931,60734,67677764,69131092,3009063,2814852,1227338,1163450,1073364,998126,539908156,555413856,905819,817953,205788,204701,1901.1,2223.5,50.6,46.3,87,253574,245176,110.2,-1.4,112.8,-1.8,110.8,-1.6,100.1885864359634,105.9769155722978,1.39,1.1722,1.0965,0.8598,1.3444,1.192,1.0388,0.9148,1.1858,0.9374,1.1614
SATD201211,11/01/2012,77419583,82685615,54524168,56918796,22895415,25766818,63372211,68673446,45148885,47355247,18223326,21318199,81.9,83.1,82.8,83.2,79.6,82.7,6894,7905,51845,52741,58739,60646,64039210,69213757,3099439,2985672,1170290,1176958,968847,983990,534831976,540988434,843713,850032,207311,208217,2167.8,2152.6,47.2,47,88.6,240361,247779,111.8,1.5,114.3,1.3,112.4,1.4,100.5761669478441,106.8716679677567,1.38,1.1736,1.1631,0.8698,1.3254,1.1611,1.0795,0.9305,1.1479,0.9518,1.1825
SATD201212,12/01/2012,80934358,82697965,56181504,56775993,24752854,25921972,65923928,68867960,45818788,47696860,20105140,21171100,81.5,83.3,81.6,84,81.2,81.7,7706,7910,51166,53876,58872,61786,66702987,69616001,3070883,2881524,1165099,1199534,946606,987332,577219034,566744030,805233,860800,214575,209426,2503.9,1980.7,47.1,48.2,89.3,238709,245651,111.8,0,115.3,0.9,112.7,0.3,100.8637962702046,106.8110672079049,1.39,1.1805,1.1225,0.8865,1.3299,1.2163,1.0932,0.9359,1.0562,0.9761,1.192
